customer_id,age,gender,household_size,annual_income,cleaning_frequency,willingness_to_adopt_robotics,preferred_features,customer_satisfaction
861,46,Male,1,28000,Twice a week,High,Automatic Software Update,3.3
862,41,Female,3,28000,Daily,Medium,App Connectivity,3.8
863,32,Male,3,28000,Every few days,High,Auto Scheduling,4.1
864,26,Male,2,108054,Every few days,Medium,App Connectivity,4.8
865,70,Male,2,28000,Daily,Low,Noise Levels,4.5
866,24,Male,2,37541,Weekly,Low,Smart Home Integration,3.5
867,55,Female,1,123555,Daily,Medium,Noise Levels,4.0
868,22,Female,1,121758,Twice a week,Medium,Automatic Software Update,2.2
869,46,Female,1,28000,Twice a week,High,Allergen Filtration,2.5
870,24,Male,1,28000,Every few days,High,Noise Levels,4.8
871,31,Female,2,28000,Twice a week,High,Mapping & Navigation,3.8
872,57,Female,1,28000,Daily,High,Auto Scheduling,3.9
873,22,Female,1,28000,Daily,Medium,Mapping & Navigation,5.0
874,27,Female,2,28000,Every few days,Low,App Connectivity,4.9
875,22,Male,1,55332,Daily,High,UV-C Sterilization,3.5
876,32,Female,5,28000,Every few days,Medium,App Connectivity,3.7
877,50,Female,1,28000,Weekly,High,App Connectivity,4.1
878,22,Female,2,54954,Weekly,Medium,Allergen Filtration,3.5
879,26,Female,1,28000,Daily,Low,Allergen Filtration,4.5
880,22,Female,1,28853,Daily,Medium,Smart Home Integration,3.2
881,56,Female,2,28096,Every few days,Low,Automatic Software Update,3.5
882,42,Female,1,28000,Weekly,Low,Auto Scheduling,3.2
883,70,Male,1,28000,Every few days,High,Pet Hair Removal,5.0
884,22,Female,1,150000,Daily,Medium,Noise Levels,4.8
885,22,Female,1,28000,Twice a week,Low,UV-C Sterilization,4.5
886,22,Female,1,28000,Every few days,Low,Allergen Filtration,2.4
887,30,Male,3,131647,Daily,High,Voice Control,5.0
888,53,Female,1,75795,Twice a week,Medium,Smart Home Integration,4.8
889,22,Female,1,58369,Twice a week,Medium,Mapping & Navigation,2.8
890,22,Male,2,137654,Every few days,Medium,Automatic Software Update,5.0
891,70,Male,1,55267,Every few days,High,Voice Control,3.3
892,36,Female,3,53084,Every few days,Medium,Allergen Filtration,5.0
893,22,Female,5,30788,Weekly,Medium,Pet Hair Removal,4.8
894,22,Female,1,28000,Weekly,Medium,Pet Hair Removal,4.0
895,22,Female,1,38742,Daily,High,Automatic Software Update,4.6
896,36,Female,1,150000,Every few days,High,Automatic Software Update,4.2
897,60,Female,2,123583,Weekly,High,Mapping & Navigation,2.2
898,22,Female,1,97911,Weekly,Medium,Automatic Software Update,2.7
899,53,Female,2,48471,Every few days,Medium,Self-charging,3.3
900,22,Female,1,89627,Every few days,High,Mapping & Navigation,5.0
901,22,Female,1,28000,Daily,Medium,Pet Hair Removal,3.6
902,60,Male,1,130959,Daily,High,UV-C Sterilization,5.0
903,22,Female,1,64904,Daily,Medium,Self-charging,5.0
904,22,Female,3,36398,Every few days,Medium,Automatic Software Update,3.6
905,22,Female,1,86901,Every few days,Medium,App Connectivity,3.3
906,38,Female,2,54158,Twice a week,Low,Voice Control,3.1
907,22,Female,4,150000,Twice a week,Medium,Self-charging,2.7
908,29,Male,1,115423,Every few days,Low,Pet Hair Removal,4.1
909,35,Female,3,116849,Weekly,High,Pet Hair Removal,3.3
910,66,Male,1,86002,Every few days,Medium,Pet Hair Removal,4.2
911,32,Female,1,150000,Weekly,High,Pet Hair Removal,3.5
912,37,Female,4,150000,Every few days,Low,Auto Scheduling,2.9
913,47,Female,1,137628,Weekly,Medium,Allergen Filtration,4.0
914,22,Female,4,28000,Every few days,Low,Allergen Filtration,4.4
915,22,Female,1,37454,Every few days,Low,Noise Levels,3.4
916,27,Female,4,150000,Daily,Medium,Smart Home Integration,4.5
917,22,Female,2,110791,Every few days,High,Automatic Software Update,3.0
918,46,Female,1,28000,Every few days,Medium,Mapping & Navigation,4.7
919,36,Female,1,94725,Weekly,Medium,Self-charging,4.5
920,22,Female,1,86977,Every few days,Low,Auto Scheduling,3.5
921,26,Male,1,28000,Every few days,Low,Automatic Software Update,5.0
922,22,Female,1,28000,Every few days,Medium,Automatic Software Update,5.0
923,22,Female,1,28000,Every few days,Medium,Noise Levels,3.7
924,45,Female,1,64435,Every few days,Medium,Mapping & Navigation,3.9
925,62,Female,1,102525,Daily,Medium,Noise Levels,4.2
926,64,Female,1,28000,Weekly,Low,Voice Control,4.3
927,42,Male,1,31514,Weekly,Low,Allergen Filtration,3.5
928,22,Female,1,80212,Daily,High,Voice Control,2.7
929,22,Male,2,28000,Twice a week,High,Automatic Software Update,4.1
930,46,Male,1,28000,Twice a week,Medium,Self-charging,4.1
931,46,Female,4,65788,Daily,Medium,UV-C Sterilization,5.0
932,41,Male,4,28000,Every few days,Low,UV-C Sterilization,5.0
933,34,Female,1,109120,Every few days,Medium,Allergen Filtration,4.6
934,37,Male,3,48473,Every few days,Medium,UV-C Sterilization,4.4
935,50,Male,5,28000,Every few days,Medium,Voice Control,5.0
936,22,Female,4,28606,Weekly,Medium,Self-charging,3.5
937,32,Female,3,28547,Twice a week,Medium,Noise Levels,4.8
938,28,Female,2,150000,Daily,Medium,Auto Scheduling,2.4
939,22,Female,1,60117,Weekly,Medium,UV-C Sterilization,4.4
940,22,Female,1,28000,Daily,Low,UV-C Sterilization,4.2
941,56,Female,2,28000,Twice a week,High,UV-C Sterilization,4.5
942,61,Male,1,28000,Daily,High,Allergen Filtration,3.0
943,23,Female,1,28000,Weekly,Medium,Self-charging,3.3
944,51,Female,2,95752,Twice a week,Medium,Noise Levels,4.0
945,58,Male,2,45307,Weekly,High,Automatic Software Update,2.9
946,45,Male,1,28000,Daily,Low,App Connectivity,3.7
947,39,Male,5,28000,Every few days,Low,App Connectivity,2.9
948,70,Male,1,28000,Daily,High,UV-C Sterilization,3.5
949,57,Female,1,51250,Weekly,Medium,Voice Control,3.6
950,22,Female,1,98191,Twice a week,Low,Pet Hair Removal,4.2
951,59,Female,1,28000,Every few days,Medium,Auto Scheduling,3.6
952,22,Male,1,28000,Weekly,Medium,Automatic Software Update,3.8
953,53,Male,1,64923,Twice a week,High,Voice Control,3.2
954,22,Female,1,28000,Every few days,High,Mapping & Navigation,4.5
955,22,Female,1,28000,Daily,Low,Mapping & Navigation,3.6
956,70,Male,1,57948,Every few days,Low,UV-C Sterilization,2.2
957,49,Female,1,28000,Every few days,Low,Noise Levels,4.3
958,22,Female,2,132279,Every few days,Low,Allergen Filtration,3.3
959,35,Female,3,75057,Every few days,Medium,Auto Scheduling,2.6
960,31,Female,1,28000,Every few days,Low,Self-charging,5.0
961,35,Female,3,28000,Weekly,Low,Automatic Software Update,4.4
962,22,Male,1,62340,Every few days,Medium,Auto Scheduling,4.6
963,22,Male,1,106476,Daily,High,Automatic Software Update,4.9
964,44,Male,1,126332,Every few days,Low,Voice Control,4.0
965,22,Female,3,140234,Every few days,High,Noise Levels,4.5
966,44,Female,2,28000,Daily,Medium,Allergen Filtration,4.5
967,28,Male,1,72823,Every few days,High,Self-charging,3.8
968,24,Female,5,79155,Weekly,Low,UV-C Sterilization,3.3
969,34,Male,1,28000,Weekly,Low,Self-charging,4.5
970,64,Female,2,34109,Daily,Medium,UV-C Sterilization,4.5
971,22,Female,1,32131,Weekly,Medium,Smart Home Integration,4.3
972,22,Female,1,28000,Twice a week,High,Allergen Filtration,5.0
973,35,Male,1,69145,Weekly,Medium,Voice Control,3.2
974,37,Female,1,28000,Weekly,Medium,Automatic Software Update,4.3
975,22,Female,1,83414,Daily,Medium,Smart Home Integration,3.9
976,42,Male,1,85685,Daily,Low,UV-C Sterilization,3.7
977,55,Female,1,28000,Every few days,Medium,Allergen Filtration,3.6
978,22,Female,1,73620,Twice a week,Medium,Auto Scheduling,2.9
979,32,Female,5,29366,Weekly,High,Pet Hair Removal,4.0
980,65,Male,1,28000,Twice a week,Low,Voice Control,2.9
981,22,Female,2,131289,Every few days,Medium,Pet Hair Removal,5.0
982,47,Male,1,114699,Every few days,Medium,Automatic Software Update,3.2
983,27,Female,1,66615,Every few days,Low,Smart Home Integration,3.3
984,67,Female,1,28000,Daily,High,Automatic Software Update,4.5
985,46,Female,1,132810,Twice a week,High,Allergen Filtration,4.8
986,67,Female,1,62920,Daily,High,Noise Levels,3.7
987,65,Male,1,28000,Every few days,Medium,Voice Control,4.6
988,36,Male,1,39687,Weekly,High,Allergen Filtration,4.3
989,22,Female,1,67940,Daily,High,Noise Levels,2.9
990,22,Female,1,28000,Twice a week,Medium,Voice Control,4.4
991,22,Male,1,28000,Twice a week,High,Allergen Filtration,4.9
992,58,Female,1,107456,Daily,High,Voice Control,3.0
993,22,Male,1,150000,Every few days,Medium,Automatic Software Update,3.2
994,31,Female,1,63310,Twice a week,Medium,Auto Scheduling,3.1
995,22,Female,5,77869,Every few days,Low,UV-C Sterilization,5.0
996,70,Male,1,57532,Twice a week,Medium,Auto Scheduling,2.8
997,22,Male,1,28000,Weekly,Low,Auto Scheduling,3.1
998,25,Female,1,80086,Every few days,Medium,Pet Hair Removal,3.6
999,70,Male,1,28000,Every few days,Medium,Noise Levels,4.6
1000,31,Female,2,28000,Every few days,Medium,Self-charging,3.4
1001,65,Female,1,28000,Weekly,High,App Connectivity,2.7
1002,22,Female,1,150000,Every few days,High,Auto Scheduling,4.2
1003,22,Female,1,28000,Weekly,Low,Self-charging,3.2
1004,37,Female,2,32363,Every few days,Low,Mapping & Navigation,2.5
1005,24,Female,1,57372,Every few days,Low,Self-charging,4.3
1006,67,Female,1,28000,Every few days,Medium,Mapping & Navigation,2.9
1007,44,Female,4,143769,Every few days,High,App Connectivity,4.4
1008,22,Male,3,31399,Twice a week,Medium,App Connectivity,3.5
1009,66,Male,1,28000,Every few days,Low,Automatic Software Update,3.7
1010,57,Female,1,34215,Every few days,High,Mapping & Navigation,3.4
1011,22,Male,1,58823,Twice a week,High,App Connectivity,5.0
1012,22,Female,1,44628,Weekly,Low,Mapping & Navigation,4.5
1013,39,Male,1,28000,Every few days,Low,App Connectivity,4.5
1014,22,Female,1,28000,Weekly,Low,Auto Scheduling,5.0
1015,22,Female,1,119322,Daily,Medium,UV-C Sterilization,2.6
1016,54,Male,1,28000,Twice a week,Low,Automatic Software Update,4.3
1017,28,Female,1,39711,Every few days,Medium,App Connectivity,2.9
1018,70,Female,1,28000,Daily,High,Smart Home Integration,3.1
1019,34,Female,1,28000,Weekly,High,Smart Home Integration,3.4
1020,25,Female,1,148713,Twice a week,Low,Automatic Software Update,3.0
1021,50,Female,1,28000,Daily,Low,Noise Levels,3.4
1022,40,Female,3,28000,Daily,Medium,Mapping & Navigation,3.2
1023,46,Female,2,57774,Every few days,Low,Pet Hair Removal,2.8
1024,24,Female,1,51972,Twice a week,Low,Noise Levels,3.3
1025,59,Female,1,95250,Daily,Low,Self-charging,4.2
1026,55,Female,2,28000,Twice a week,Medium,Smart Home Integration,4.0
1027,22,Female,1,28000,Twice a week,Medium,Pet Hair Removal,4.2
1028,46,Male,4,31074,Twice a week,Medium,App Connectivity,3.5
1029,55,Female,1,150000,Weekly,High,Self-charging,5.0
1030,54,Male,1,28000,Weekly,Medium,Self-charging,4.0
1031,44,Male,1,109925,Every few days,High,Self-charging,3.5
1032,22,Female,2,28000,Weekly,Medium,Voice Control,3.7
1033,28,Male,3,150000,Weekly,Low,Voice Control,4.6
1034,23,Female,1,28000,Every few days,Low,Self-charging,3.4
1035,22,Female,1,28000,Daily,Low,Mapping & Navigation,2.2
1036,22,Female,1,87038,Weekly,Low,Smart Home Integration,4.0
1037,45,Male,2,64271,Twice a week,Low,App Connectivity,4.7
1038,43,Female,4,42214,Daily,High,Mapping & Navigation,3.7
1039,36,Male,1,137404,Every few days,Medium,Self-charging,4.6
1040,33,Female,1,52223,Daily,Medium,Smart Home Integration,5.0
1041,22,Female,2,28000,Twice a week,High,Allergen Filtration,5.0
1042,55,Male,1,150000,Daily,High,Smart Home Integration,2.7
1043,33,Female,1,28000,Twice a week,Low,UV-C Sterilization,4.1
1044,22,Female,1,28000,Twice a week,Medium,App Connectivity,5.0
1045,22,Female,3,28000,Twice a week,Medium,Allergen Filtration,4.1
1046,64,Male,1,73780,Weekly,Low,Noise Levels,3.7
1047,70,Male,1,41459,Every few days,High,App Connectivity,5.0
1048,22,Female,3,28000,Weekly,High,Allergen Filtration,3.5
1049,22,Male,1,65497,Every few days,High,Smart Home Integration,3.6
1050,57,Male,1,42441,Weekly,High,Self-charging,2.2
1051,48,Male,1,53498,Twice a week,Medium,Voice Control,4.2
1052,28,Female,1,71238,Every few days,High,Automatic Software Update,3.8
1053,36,Female,4,42814,Daily,Medium,Allergen Filtration,3.5
1054,29,Female,1,57504,Twice a week,Medium,Automatic Software Update,5.0
1055,62,Female,3,60642,Every few days,Medium,Auto Scheduling,3.2
1056,55,Female,5,28000,Weekly,High,Automatic Software Update,2.2
1057,22,Male,1,43368,Every few days,Medium,Voice Control,5.0
1058,42,Male,1,55303,Weekly,Medium,UV-C Sterilization,3.1
1059,22,Female,2,33707,Twice a week,Low,Smart Home Integration,4.5
1060,55,Female,1,28000,Twice a week,Low,Smart Home Integration,4.1
1061,34,Female,3,28003,Daily,Medium,Self-charging,3.6
1062,50,Female,1,150000,Daily,Low,Allergen Filtration,4.9
1063,22,Male,1,110459,Weekly,Medium,Automatic Software Update,5.0
1064,70,Male,1,28000,Every few days,Low,Voice Control,3.1
1065,36,Male,1,28000,Weekly,Low,App Connectivity,2.8
1066,23,Female,5,28000,Every few days,Medium,Allergen Filtration,4.4
1067,44,Male,1,133762,Every few days,Medium,Self-charging,5.0
1068,22,Male,2,28000,Weekly,High,App Connectivity,3.2
1069,22,Male,1,62714,Twice a week,High,Mapping & Navigation,4.0
1070,69,Female,1,148231,Every few days,Medium,Allergen Filtration,3.3
1071,53,Female,1,60722,Twice a week,Medium,Mapping & Navigation,3.9
1072,22,Male,1,56065,Daily,High,Self-charging,3.7
1073,44,Female,1,28427,Every few days,Medium,Self-charging,3.3
1074,47,Female,1,143306,Daily,Low,UV-C Sterilization,4.1
1075,22,Female,1,58777,Weekly,Low,Automatic Software Update,4.3
1076,34,Female,3,73402,Daily,Medium,Auto Scheduling,4.5
1077,30,Male,1,28000,Every few days,Low,Pet Hair Removal,3.0
1078,22,Male,1,28000,Weekly,High,Allergen Filtration,4.8
1079,62,Male,1,28000,Weekly,Low,Self-charging,3.3
1080,30,Male,1,121101,Twice a week,Low,Allergen Filtration,3.4
1081,70,Male,1,28000,Weekly,High,Smart Home Integration,2.4
1082,22,Female,1,55652,Weekly,Low,Voice Control,3.1
1083,69,Male,1,28000,Every few days,Medium,Mapping & Navigation,5.0
1084,44,Male,1,145332,Every few days,Medium,Noise Levels,2.7
1085,69,Male,5,87279,Daily,High,UV-C Sterilization,4.2
1086,22,Female,1,95092,Every few days,Medium,UV-C Sterilization,4.7
1087,25,Female,3,129424,Twice a week,Medium,Automatic Software Update,4.4
1088,53,Female,1,87313,Every few days,Low,Auto Scheduling,4.1
1089,28,Female,1,28000,Weekly,High,Pet Hair Removal,4.6
1090,22,Male,1,28000,Weekly,Medium,Self-charging,3.1
1091,49,Male,1,97035,Twice a week,Low,Automatic Software Update,4.1
1092,22,Female,2,60462,Every few days,High,Pet Hair Removal,4.6
1093,22,Female,1,28000,Twice a week,High,Voice Control,5.0
1094,23,Female,2,53359,Every few days,Medium,Smart Home Integration,4.0
1095,22,Female,1,50089,Daily,Low,App Connectivity,3.7
1096,34,Female,1,28000,Every few days,Low,Pet Hair Removal,3.4
1097,49,Female,1,150000,Every few days,Medium,Auto Scheduling,3.1
1098,67,Female,1,80478,Daily,High,Automatic Software Update,4.7
1099,54,Female,2,28000,Daily,Medium,Pet Hair Removal,3.6
1100,22,Female,4,28000,Weekly,High,Automatic Software Update,3.4
1101,70,Female,2,28000,Weekly,High,Pet Hair Removal,4.7
1102,22,Female,1,28000,Twice a week,Medium,Noise Levels,2.9
1103,27,Female,1,77507,Weekly,High,Pet Hair Removal,4.6
1104,22,Female,1,131418,Weekly,High,Smart Home Integration,3.0
1105,45,Female,1,126213,Weekly,Medium,Auto Scheduling,5.0
1106,57,Female,1,28000,Daily,High,UV-C Sterilization,5.0
1107,22,Female,1,83151,Weekly,High,Voice Control,4.3
1108,70,Female,1,78385,Weekly,High,Automatic Software Update,4.4
1109,48,Female,1,147795,Daily,Medium,Voice Control,4.1
1110,39,Female,4,28000,Daily,Low,Automatic Software Update,3.7
1111,29,Female,3,117770,Every few days,Low,Auto Scheduling,2.8
1112,54,Female,1,54991,Twice a week,High,App Connectivity,4.7
1113,22,Female,1,150000,Every few days,Medium,Self-charging,3.2
1114,47,Female,1,139470,Weekly,Medium,Auto Scheduling,4.8
1115,44,Male,5,28000,Twice a week,Medium,Allergen Filtration,3.3
1116,45,Female,1,57676,Daily,High,Self-charging,4.5
1117,33,Male,1,28000,Every few days,Medium,App Connectivity,3.5
1118,22,Female,1,28000,Every few days,High,UV-C Sterilization,3.2
1119,22,Female,3,100443,Twice a week,Medium,Pet Hair Removal,3.5
1120,22,Female,1,126565,Daily,Medium,Mapping & Navigation,2.2
1121,70,Female,2,35126,Weekly,High,Voice Control,3.9
1122,52,Female,1,114503,Daily,High,Voice Control,4.5
1123,49,Female,1,28000,Every few days,Medium,App Connectivity,3.5
1124,30,Female,1,28000,Daily,Low,Allergen Filtration,4.4
1125,22,Male,1,28000,Weekly,Low,UV-C Sterilization,3.6
1126,22,Male,1,70840,Every few days,Medium,Noise Levels,5.0
1127,29,Female,3,42274,Twice a week,Low,Noise Levels,4.7
1128,51,Male,1,40016,Twice a week,Low,Pet Hair Removal,3.3
1129,42,Female,1,118401,Every few days,High,Self-charging,4.5
1130,65,Male,1,136288,Daily,High,Noise Levels,3.0
1131,22,Female,1,83041,Every few days,High,Noise Levels,3.2
1132,70,Female,1,112995,Every few days,High,Allergen Filtration,5.0
1133,22,Female,1,107181,Every few days,Medium,Noise Levels,3.7
1134,41,Male,3,47103,Twice a week,Medium,App Connectivity,5.0
1135,63,Female,1,126983,Every few days,Medium,App Connectivity,5.0
1136,30,Female,1,55778,Twice a week,Medium,Mapping & Navigation,4.7
1137,22,Female,1,42053,Weekly,Low,Voice Control,5.0
1138,46,Female,1,150000,Weekly,Medium,Pet Hair Removal,3.8
1139,65,Male,1,58232,Weekly,High,Allergen Filtration,2.2
1140,50,Female,4,71545,Every few days,Low,Smart Home Integration,3.2
1141,50,Female,2,28000,Weekly,High,Smart Home Integration,3.8
1142,69,Female,1,141261,Every few days,Medium,App Connectivity,2.6
1143,22,Female,1,33429,Weekly,High,App Connectivity,3.0
1144,57,Male,1,107698,Daily,High,Allergen Filtration,2.2
1145,41,Female,1,28000,Every few days,Low,Automatic Software Update,5.0
1146,70,Male,1,28000,Weekly,Low,Self-charging,3.2
1147,46,Male,2,72967,Daily,High,Voice Control,3.5
1148,49,Male,1,136475,Twice a week,High,Voice Control,4.4
1149,50,Male,1,51716,Weekly,High,Self-charging,4.4
1150,22,Female,1,64005,Every few days,High,Noise Levels,3.9
1151,22,Female,1,64876,Daily,Medium,Voice Control,3.0
1152,42,Female,1,28000,Daily,High,Mapping & Navigation,3.9
1153,48,Male,1,118599,Twice a week,Low,Automatic Software Update,3.7
1154,26,Female,2,28000,Every few days,Medium,Noise Levels,4.5
1155,56,Female,1,138627,Every few days,Low,Mapping & Navigation,4.8
1156,22,Male,1,52494,Weekly,Low,Smart Home Integration,2.7
1157,46,Male,4,150000,Every few days,High,Allergen Filtration,3.9
1158,55,Female,4,28000,Daily,Low,Automatic Software Update,3.5
1159,37,Female,1,135019,Twice a week,High,Smart Home Integration,2.2
1160,22,Male,3,124556,Twice a week,High,Automatic Software Update,4.8
1161,70,Male,3,102478,Every few days,Medium,Automatic Software Update,4.4
1162,37,Female,1,28000,Weekly,Low,Voice Control,4.3
1163,53,Male,1,28000,Every few days,Medium,Allergen Filtration,4.4
1164,45,Female,4,108187,Daily,High,Allergen Filtration,3.2
1165,22,Male,1,28000,Twice a week,High,Voice Control,5.0
1166,22,Female,1,150000,Daily,Medium,Smart Home Integration,4.7
1167,70,Female,1,28000,Twice a week,Low,Auto Scheduling,3.4
1168,39,Male,1,28000,Daily,Medium,Mapping & Navigation,5.0
1169,37,Female,2,42056,Every few days,Medium,Smart Home Integration,4.5
1170,51,Female,1,105671,Weekly,Low,Voice Control,2.3
1171,22,Female,1,28000,Weekly,High,Allergen Filtration,4.9
1172,46,Female,1,28000,Every few days,Low,UV-C Sterilization,4.6
1173,52,Female,4,36275,Daily,High,Pet Hair Removal,2.3
1174,39,Male,1,87489,Every few days,High,Automatic Software Update,3.7
1175,36,Female,1,111570,Weekly,Low,Allergen Filtration,3.2
1176,50,Female,4,28000,Weekly,High,Noise Levels,3.9
1177,46,Female,4,28000,Daily,High,Smart Home Integration,3.3
1178,44,Female,1,149062,Weekly,Medium,Self-charging,4.0
1179,22,Female,1,28000,Weekly,Medium,UV-C Sterilization,2.8
1180,22,Female,1,150000,Every few days,Medium,Smart Home Integration,5.0
1181,59,Male,1,28000,Weekly,Medium,Self-charging,5.0
1182,54,Female,1,28000,Twice a week,High,Mapping & Navigation,2.8
1183,52,Male,2,64489,Daily,Low,Smart Home Integration,4.8
1184,22,Male,4,28000,Daily,High,Voice Control,2.4
1185,36,Female,1,54430,Twice a week,High,Smart Home Integration,4.2
1186,28,Male,4,36403,Every few days,High,Noise Levels,4.3
1187,51,Female,1,28000,Daily,High,Voice Control,3.1
1188,51,Female,4,28000,Every few days,Low,Allergen Filtration,4.3
1189,22,Female,1,28000,Weekly,High,Auto Scheduling,3.0
1190,22,Female,2,79270,Twice a week,High,Noise Levels,4.3
1191,22,Female,1,138924,Every few days,Medium,Auto Scheduling,3.9
1192,29,Female,1,147261,Twice a week,Medium,App Connectivity,3.7
1193,25,Female,1,67078,Every few days,Low,Voice Control,3.0
1194,22,Female,3,86924,Every few days,Medium,Noise Levels,4.0
1195,64,Male,1,28000,Daily,High,Voice Control,4.0
1196,22,Male,3,150000,Weekly,High,Allergen Filtration,3.2
1197,22,Female,2,144610,Every few days,Medium,UV-C Sterilization,3.6
1198,70,Male,1,28000,Twice a week,Low,Self-charging,2.6
1199,24,Female,4,150000,Every few days,Medium,Automatic Software Update,4.3
1200,64,Female,1,150000,Daily,Low,Allergen Filtration,4.0
1201,22,Female,1,41371,Weekly,Low,App Connectivity,4.6
1202,24,Female,1,95473,Daily,Medium,Mapping & Navigation,4.5
1203,42,Male,1,42734,Every few days,High,Voice Control,3.8
1204,25,Female,1,57163,Daily,High,Pet Hair Removal,4.7
1205,70,Female,1,28000,Every few days,High,Mapping & Navigation,3.2
1206,43,Female,1,68473,Weekly,Medium,Automatic Software Update,2.4
1207,22,Male,2,28000,Daily,Low,Allergen Filtration,4.5
1208,49,Male,5,28000,Weekly,Medium,Smart Home Integration,5.0
1209,34,Male,1,36889,Daily,High,Voice Control,5.0
1210,22,Female,1,85116,Weekly,High,Automatic Software Update,3.0
1211,22,Female,3,32053,Twice a week,High,Smart Home Integration,4.1
1212,24,Female,2,64556,Weekly,Medium,Pet Hair Removal,4.4
1213,47,Female,1,69140,Weekly,Low,Self-charging,3.6
1214,70,Female,3,48145,Every few days,Medium,Allergen Filtration,4.0
1215,22,Female,1,28000,Daily,Medium,App Connectivity,4.3
1216,64,Female,2,40495,Daily,Low,Mapping & Navigation,4.0
1217,42,Female,2,112783,Twice a week,Medium,Auto Scheduling,3.7
1218,22,Male,1,69031,Weekly,Low,Auto Scheduling,3.7
1219,22,Male,5,67222,Daily,Medium,App Connectivity,4.7
1220,24,Male,2,28000,Weekly,Low,Auto Scheduling,4.3
1221,40,Male,1,70930,Daily,High,App Connectivity,5.0
1222,22,Male,1,28000,Every few days,High,Allergen Filtration,5.0
1223,62,Female,1,28000,Daily,Medium,App Connectivity,4.1
1224,22,Female,2,34151,Twice a week,Medium,Voice Control,4.0
1225,68,Male,1,28254,Weekly,High,UV-C Sterilization,4.9
1226,52,Female,1,32885,Daily,Medium,Automatic Software Update,3.1
1227,22,Male,1,78408,Daily,Medium,Voice Control,3.3
1228,70,Male,1,82298,Twice a week,Low,UV-C Sterilization,5.0
1229,30,Female,1,28000,Twice a week,High,UV-C Sterilization,4.3
1230,22,Male,1,28000,Every few days,Medium,Smart Home Integration,4.0
1231,22,Female,1,76961,Daily,High,Allergen Filtration,3.0
1232,42,Female,1,102011,Daily,High,Noise Levels,3.3
1233,22,Female,1,28000,Weekly,High,Voice Control,2.4
1234,22,Male,1,94824,Every few days,Low,Pet Hair Removal,4.2
1235,49,Female,3,59272,Weekly,High,Mapping & Navigation,4.1
1236,22,Female,3,107546,Daily,High,Automatic Software Update,5.0
1237,28,Male,1,28000,Daily,High,Allergen Filtration,4.2
1238,22,Female,4,79578,Every few days,High,Voice Control,5.0
1239,26,Female,3,114719,Every few days,High,Voice Control,3.7
1240,45,Male,1,28000,Weekly,Low,Automatic Software Update,5.0
1241,44,Male,1,129961,Every few days,Medium,Self-charging,5.0
1242,43,Female,1,99369,Twice a week,High,Allergen Filtration,2.2
1243,44,Male,1,93462,Weekly,Low,Self-charging,4.0
1244,22,Female,1,28000,Daily,Low,Pet Hair Removal,3.5
1245,61,Male,1,28000,Every few days,High,Noise Levels,5.0
1246,70,Female,1,28000,Weekly,High,UV-C Sterilization,3.7
1247,62,Female,5,58281,Daily,Low,UV-C Sterilization,3.7
1248,22,Male,1,28000,Every few days,Low,Allergen Filtration,3.4
1249,22,Female,1,71306,Twice a week,Low,Automatic Software Update,5.0
1250,22,Male,1,28532,Weekly,Low,UV-C Sterilization,3.6
1251,41,Female,1,49694,Daily,Medium,App Connectivity,4.1
1252,22,Male,1,108328,Every few days,Low,Self-charging,5.0
1253,70,Male,1,28000,Every few days,Low,Voice Control,2.2
1254,32,Male,1,47760,Twice a week,Low,Smart Home Integration,5.0
1255,22,Male,1,144830,Daily,High,Smart Home Integration,3.8
1256,43,Female,1,62339,Daily,Low,Allergen Filtration,3.4
1257,37,Female,1,32996,Daily,High,Noise Levels,5.0
1258,22,Female,1,89709,Every few days,Medium,Automatic Software Update,5.0
1259,32,Female,1,90269,Daily,Medium,UV-C Sterilization,2.9
1260,44,Male,1,134805,Weekly,High,App Connectivity,4.9
1261,53,Female,1,28000,Weekly,Medium,Smart Home Integration,3.0
1262,22,Female,1,73571,Twice a week,Medium,UV-C Sterilization,4.2
1263,22,Female,3,28000,Weekly,High,UV-C Sterilization,3.5
1264,47,Female,2,31068,Twice a week,Medium,Allergen Filtration,3.2
1265,57,Male,1,28000,Every few days,Medium,Smart Home Integration,5.0
1266,23,Female,4,28000,Twice a week,Medium,App Connectivity,4.7
1267,22,Male,1,73748,Twice a week,Medium,Mapping & Navigation,3.3
1268,70,Female,3,69803,Weekly,High,Automatic Software Update,2.5
1269,47,Male,1,28000,Every few days,Low,Self-charging,3.1
1270,50,Female,2,28000,Daily,High,Pet Hair Removal,5.0
1271,49,Female,1,28000,Weekly,Low,UV-C Sterilization,4.6
1272,22,Female,1,28000,Daily,Low,Self-charging,3.4
1273,31,Female,1,63054,Weekly,Medium,Allergen Filtration,3.6
1274,61,Female,1,28000,Daily,Low,Smart Home Integration,3.8
1275,48,Female,4,28000,Twice a week,High,Pet Hair Removal,3.7
1276,44,Male,1,48003,Daily,Low,Mapping & Navigation,4.1
1277,39,Female,1,28000,Weekly,Medium,Voice Control,2.6
1278,41,Female,4,32545,Weekly,High,Allergen Filtration,4.2
1279,27,Male,1,150000,Daily,High,Noise Levels,3.2
1280,24,Female,1,119923,Weekly,Medium,UV-C Sterilization,4.6
1281,27,Female,1,116359,Weekly,Low,Noise Levels,4.6
1282,22,Female,1,28000,Daily,High,Automatic Software Update,4.4
1283,40,Female,1,50260,Daily,Medium,App Connectivity,3.6
