household_id,surface_type,room_size,dirtiness_level,cleaning_time,cleaning_efficiency,date_time
2397,Wood,28,2,17,1.14,2023-07-20 23:51:26
2398,Wood,20,2,22,0.75,2023-07-24 03:44:33
2399,Wood,21,1,20,1.31,2023-07-21 02:53:31
2400,Carpet,21,5,32,0.76,2023-07-21 11:04:43
2401,Concrete,23,4,25,1.16,2023-07-21 12:27:25
2402,Tile,26,3,29,0.94,2023-07-20 12:50:04
2403,Wood,23,5,32,0.72,2023-07-20 16:44:54
2404,Wood,23,1,26,1.21,2023-07-21 10:31:32
2405,Tile,20,1,24,0.78,2023-07-20 13:21:49
2406,Tile,25,2,20,1.2,2023-07-21 18:05:45
2407,Tile,24,4,26,0.76,2023-07-20 12:54:28
2408,Tile,21,3,29,0.86,2023-07-20 20:55:34
2409,Carpet,28,2,20,1.49,2023-07-22 20:06:31
2410,Carpet,21,3,28,0.92,2023-07-21 19:16:14
2411,Tile,26,4,23,1.11,2023-07-23 21:36:11
2412,Concrete,27,2,21,1.48,2023-07-21 08:47:52
2413,Carpet,34,2,24,1.57,2023-07-23 09:54:41
2414,Concrete,32,5,30,1.24,2023-07-23 12:48:12
2415,Tile,24,4,24,1.06,2023-07-21 14:37:12
2416,Concrete,21,2,22,1.05,2023-07-21 07:56:53
2417,Tile,20,2,31,0.71,2023-07-23 01:33:49
2418,Carpet,24,3,19,1.12,2023-07-23 14:05:14
2419,Carpet,27,2,20,1.35,2023-07-21 09:29:37
2420,Tile,37,4,21,1.44,2023-07-23 16:55:33
2421,Tile,29,2,17,1.54,2023-07-23 07:50:17
2422,Tile,28,5,31,0.99,2023-07-21 03:25:53
2423,Tile,24,4,22,1.03,2023-07-23 13:29:44
2424,Tile,28,1,15,1.43,2023-07-22 22:59:48
2425,Wood,21,3,30,0.75,2023-07-22 02:07:30
2426,Wood,34,2,15,1.49,2023-07-24 08:04:24
2427,Tile,25,3,23,1.28,2023-07-22 00:58:56
2428,Concrete,23,5,29,1.26,2023-07-24 08:46:56
2429,Concrete,28,3,21,1.44,2023-07-23 11:51:06
2430,Tile,21,2,27,0.97,2023-07-23 12:03:29
2431,Tile,22,4,30,1.07,2023-07-22 23:07:23
2432,Wood,35,2,18,1.34,2023-07-22 07:27:44
2433,Carpet,22,5,32,0.67,2023-07-20 12:57:55
2434,Concrete,36,5,24,1.06,2023-07-20 20:47:34
2435,Tile,27,3,21,0.99,2023-07-21 16:21:44
2436,Carpet,22,3,24,0.9,2023-07-22 16:47:23
2437,Carpet,26,5,25,1.06,2023-07-23 06:37:05
2438,Tile,22,4,31,0.77,2023-07-21 21:48:11
2439,Carpet,21,5,30,0.71,2023-07-23 15:31:51
2440,Wood,26,2,25,1.2,2023-07-21 02:48:39
2441,Concrete,28,4,22,1.25,2023-07-20 14:00:46
2442,Carpet,27,5,31,0.81,2023-07-21 17:38:37
2443,Wood,29,4,21,1.14,2023-07-22 16:11:04
2444,Wood,23,4,30,0.79,2023-07-21 21:22:10
2445,Wood,21,3,30,0.9,2023-07-22 05:40:42
2446,Wood,28,2,25,1.49,2023-07-22 22:57:39
2447,Carpet,31,3,21,1.3,2023-07-20 23:04:16
2448,Wood,23,4,29,0.7,2023-07-21 15:37:11
2449,Tile,20,3,30,0.81,2023-07-23 10:03:01
2450,Concrete,36,4,18,1.45,2023-07-23 08:28:34
2451,Wood,29,4,24,1.23,2023-07-24 08:40:38
2452,Carpet,38,2,17,1.47,2023-07-23 02:08:40
2453,Tile,40,2,15,1.55,2023-07-21 22:25:46
2454,Tile,28,2,16,1.54,2023-07-24 09:24:11
2455,Wood,23,2,19,1.3,2023-07-24 10:04:32
2456,Carpet,22,4,29,0.84,2023-07-21 02:04:49
2457,Tile,29,2,25,1.22,2023-07-20 13:08:43
2458,Wood,20,1,23,1.1,2023-07-22 21:54:39
2459,Tile,24,5,31,0.84,2023-07-23 01:03:39
2460,Wood,20,5,32,0.67,2023-07-22 04:44:23
2461,Carpet,20,2,25,0.74,2023-07-21 19:12:32
2462,Wood,20,5,28,0.67,2023-07-23 11:23:21
2463,Concrete,31,3,22,1.39,2023-07-21 12:55:51
2464,Tile,21,5,30,0.75,2023-07-24 05:28:18
2465,Carpet,20,5,32,0.7,2023-07-21 11:23:32
2466,Wood,24,4,29,0.86,2023-07-23 03:46:40
2467,Tile,22,4,25,0.93,2023-07-23 19:36:10
2468,Wood,20,4,29,0.67,2023-07-20 18:01:44
2469,Concrete,20,4,28,0.91,2023-07-24 01:44:39
2470,Carpet,22,4,31,0.82,2023-07-21 12:51:21
2471,Concrete,27,4,23,1.06,2023-07-20 10:44:14
2472,Carpet,30,2,16,1.52,2023-07-22 02:56:32
2473,Wood,27,2,24,1.26,2023-07-22 05:02:45
2474,Tile,39,1,15,1.6,2023-07-23 19:22:45
2475,Wood,40,1,15,1.58,2023-07-20 15:54:54
2476,Tile,20,4,32,0.72,2023-07-20 17:39:40
2477,Carpet,20,3,29,0.72,2023-07-20 10:30:55
2478,Tile,23,1,23,1.37,2023-07-22 16:25:39
2479,Wood,35,2,17,1.45,2023-07-24 10:18:49
2480,Carpet,40,4,18,1.55,2023-07-23 21:50:32
2481,Wood,22,5,32,0.81,2023-07-24 10:15:23
2482,Carpet,40,3,16,1.59,2023-07-24 11:15:00
2483,Wood,36,4,21,1.5,2023-07-24 05:21:12
2484,Tile,40,2,16,1.56,2023-07-20 21:00:55
2485,Wood,38,2,17,1.43,2023-07-22 08:00:25
2486,Concrete,32,4,23,1.45,2023-07-23 05:07:09
2487,Concrete,20,5,32,0.68,2023-07-20 15:21:50
2488,Wood,23,2,24,0.81,2023-07-21 01:59:31
2489,Wood,40,2,16,1.56,2023-07-22 23:11:29
2490,Carpet,20,4,31,0.82,2023-07-21 02:32:26
2491,Wood,20,4,32,0.68,2023-07-22 04:32:36
2492,Wood,36,3,17,1.34,2023-07-21 16:43:13
2493,Wood,21,4,30,0.71,2023-07-20 14:14:44
2494,Wood,34,5,29,0.92,2023-07-20 17:41:04
2495,Concrete,20,5,32,0.67,2023-07-23 14:23:00
2496,Wood,25,2,19,1.09,2023-07-24 07:02:03
2497,Carpet,20,4,29,0.68,2023-07-23 13:34:59
2498,Concrete,22,2,18,1.19,2023-07-23 07:20:37
2499,Tile,31,2,16,1.45,2023-07-22 21:28:02
2500,Wood,25,2,18,1.08,2023-07-24 00:46:50
2501,Carpet,25,5,26,0.86,2023-07-21 23:37:34
2502,Wood,26,2,26,1.4,2023-07-22 23:12:50
2503,Tile,23,5,30,0.72,2023-07-22 08:18:11
2504,Wood,28,3,24,1.33,2023-07-23 19:33:48
2505,Carpet,21,5,28,0.71,2023-07-23 06:00:07
2506,Concrete,24,3,21,1.18,2023-07-21 16:38:35
2507,Carpet,24,4,26,1.0,2023-07-22 10:34:20
2508,Wood,21,2,24,0.94,2023-07-22 01:35:56
2509,Carpet,25,2,20,1.49,2023-07-22 12:03:29
2510,Carpet,37,4,18,1.23,2023-07-20 11:58:45
2511,Wood,22,1,22,0.98,2023-07-20 11:32:42
2512,Carpet,26,3,24,1.11,2023-07-20 22:44:45
2513,Wood,22,2,24,1.05,2023-07-24 10:15:11
2514,Wood,27,2,18,1.02,2023-07-21 17:30:00
2515,Carpet,20,3,28,0.98,2023-07-24 08:52:25
2516,Wood,22,1,23,1.13,2023-07-23 06:55:59
2517,Tile,29,2,23,1.31,2023-07-20 20:14:11
2518,Carpet,37,3,18,1.32,2023-07-20 18:23:27
2519,Tile,23,4,29,1.09,2023-07-23 12:26:17
2520,Carpet,25,4,30,1.2,2023-07-20 09:49:37
2521,Wood,24,2,22,0.77,2023-07-20 10:34:30
2522,Wood,34,5,25,0.94,2023-07-23 09:44:47
2523,Tile,21,4,29,0.67,2023-07-20 09:38:01
2524,Wood,21,4,26,0.7,2023-07-23 12:15:01
2525,Wood,24,3,16,1.12,2023-07-24 03:31:00
2526,Wood,20,2,30,0.68,2023-07-20 10:15:53
2527,Tile,39,2,16,1.44,2023-07-20 14:16:58
2528,Concrete,21,3,28,0.86,2023-07-20 09:30:03
2529,Tile,29,4,26,0.95,2023-07-22 13:35:48
2530,Carpet,27,4,27,0.96,2023-07-21 14:39:53
2531,Concrete,20,3,24,1.03,2023-07-23 11:39:31
2532,Wood,24,2,30,0.97,2023-07-21 20:40:59
2533,Carpet,29,4,25,1.31,2023-07-24 04:59:26
2534,Tile,20,2,29,0.95,2023-07-23 02:11:20
2535,Wood,38,1,16,1.5,2023-07-23 06:21:46
2536,Carpet,21,2,22,0.89,2023-07-20 18:09:51
2537,Carpet,30,4,29,1.24,2023-07-23 22:10:47
2538,Carpet,35,5,23,0.71,2023-07-20 10:04:57
2539,Wood,21,4,31,0.7,2023-07-22 09:19:50
2540,Carpet,31,4,19,1.27,2023-07-21 06:30:41
2541,Tile,23,1,16,1.27,2023-07-21 20:21:43
2542,Wood,29,3,26,0.95,2023-07-21 00:28:18
2543,Wood,29,5,24,0.73,2023-07-21 05:38:25
2544,Carpet,23,4,30,0.85,2023-07-20 23:22:03
2545,Tile,39,4,20,1.43,2023-07-23 20:22:00
2546,Carpet,24,3,25,1.1,2023-07-23 02:40:40
2547,Tile,26,5,32,1.23,2023-07-24 10:53:59
2548,Tile,25,5,29,0.73,2023-07-21 18:06:54
2549,Tile,22,4,28,0.86,2023-07-20 23:35:29
2550,Tile,21,1,17,1.31,2023-07-20 16:46:51
2551,Wood,20,4,30,0.68,2023-07-24 11:15:00
2552,Wood,28,3,26,0.74,2023-07-20 10:13:57
2553,Wood,31,2,17,1.39,2023-07-22 06:43:40
2554,Tile,23,2,24,1.35,2023-07-21 05:06:26
2555,Tile,27,5,29,0.97,2023-07-24 11:15:00
2556,Carpet,22,2,19,1.43,2023-07-22 08:34:07
2557,Wood,22,2,22,0.97,2023-07-21 08:15:15
2558,Concrete,25,5,32,0.88,2023-07-22 17:19:28
2559,Tile,20,4,25,0.69,2023-07-22 13:52:36
2560,Carpet,40,2,16,1.57,2023-07-22 03:36:33
2561,Tile,32,3,16,1.22,2023-07-21 15:58:44
2562,Wood,40,4,23,0.93,2023-07-20 10:08:19
2563,Concrete,33,4,21,1.23,2023-07-21 18:46:40
2564,Wood,28,3,27,0.99,2023-07-22 13:00:44
2565,Wood,27,2,20,1.01,2023-07-22 00:54:35
2566,Tile,25,4,26,0.96,2023-07-20 19:31:49
2567,Tile,21,3,28,1.09,2023-07-22 14:13:36
2568,Concrete,22,4,30,0.88,2023-07-21 11:16:28
2569,Tile,21,4,30,0.68,2023-07-21 17:06:01
2570,Tile,37,5,20,0.92,2023-07-22 10:03:49
2571,Carpet,40,3,17,1.51,2023-07-21 13:58:49
2572,Tile,23,2,23,0.96,2023-07-21 02:37:02
2573,Carpet,27,3,24,1.28,2023-07-22 10:51:18
2574,Concrete,25,4,28,0.94,2023-07-20 21:04:14
2575,Concrete,29,2,18,1.49,2023-07-22 18:38:58
2576,Wood,34,2,17,1.48,2023-07-24 07:54:01
2577,Carpet,38,4,23,1.36,2023-07-20 11:11:07
2578,Carpet,27,4,19,1.42,2023-07-23 03:25:14
2579,Wood,39,2,15,1.4,2023-07-21 13:47:52
2580,Tile,22,3,27,0.81,2023-07-20 11:24:23
2581,Wood,33,1,16,1.1,2023-07-21 02:17:10
2582,Carpet,20,4,29,0.83,2023-07-21 08:53:18
2583,Wood,24,2,20,1.09,2023-07-21 08:32:16
2584,Carpet,20,3,32,0.69,2023-07-20 23:13:53
2585,Tile,28,4,27,0.9,2023-07-20 14:12:54
2586,Carpet,24,2,18,1.32,2023-07-22 10:02:46
2587,Wood,29,4,18,1.3,2023-07-24 08:28:29
2588,Tile,24,1,23,1.33,2023-07-23 20:09:21
2589,Wood,22,4,31,0.72,2023-07-21 02:32:21
2590,Wood,20,5,31,0.67,2023-07-21 22:47:12
2591,Tile,29,4,24,1.05,2023-07-23 08:06:47
2592,Carpet,21,3,26,0.94,2023-07-22 02:42:40
2593,Carpet,28,5,25,0.99,2023-07-21 20:53:14
2594,Wood,22,1,27,0.98,2023-07-21 00:55:00
2595,Wood,36,5,27,1.02,2023-07-20 19:54:51
2596,Tile,21,5,30,0.68,2023-07-22 10:29:26
2597,Wood,28,4,24,1.04,2023-07-23 23:21:10
2598,Tile,26,4,26,1.06,2023-07-22 05:15:01
2599,Tile,20,5,32,0.69,2023-07-21 03:43:15
2600,Carpet,23,2,23,1.25,2023-07-21 23:11:12
2601,Wood,20,2,28,0.84,2023-07-22 20:27:14
2602,Wood,32,5,31,0.98,2023-07-21 05:52:09
2603,Wood,38,1,16,1.52,2023-07-21 08:19:06
2604,Carpet,24,5,32,0.88,2023-07-24 02:15:07
2605,Tile,28,4,26,1.37,2023-07-22 17:38:12
2606,Wood,37,5,23,0.92,2023-07-23 13:38:25
2607,Tile,33,2,19,1.37,2023-07-23 09:23:35
2608,Carpet,31,4,17,0.97,2023-07-22 05:56:47
2609,Carpet,21,2,19,1.34,2023-07-24 00:00:33
2610,Tile,32,5,27,1.2,2023-07-24 02:10:44
2611,Tile,23,3,21,1.02,2023-07-21 17:49:05
2612,Wood,28,4,22,1.06,2023-07-23 05:59:56
2613,Carpet,39,5,18,1.2,2023-07-21 09:58:09
2614,Carpet,25,5,28,0.94,2023-07-23 07:09:35
2615,Tile,36,5,26,1.17,2023-07-23 21:00:20
2616,Carpet,23,4,27,1.32,2023-07-23 04:14:24
2617,Carpet,20,3,28,0.72,2023-07-20 21:14:06
2618,Tile,33,3,16,1.27,2023-07-22 16:42:57
2619,Wood,25,3,24,1.25,2023-07-24 11:06:56
2620,Tile,24,2,26,1.07,2023-07-20 17:21:42
2621,Carpet,38,2,15,1.51,2023-07-21 00:03:38
2622,Carpet,23,4,31,1.23,2023-07-24 07:36:10
2623,Tile,23,5,30,0.79,2023-07-24 03:54:40
2624,Tile,21,4,31,0.75,2023-07-20 21:00:21
2625,Tile,27,2,17,1.41,2023-07-24 02:01:52
2626,Wood,38,3,21,1.31,2023-07-21 15:00:56
2627,Concrete,29,3,21,1.45,2023-07-22 02:01:20
2628,Carpet,36,3,23,1.38,2023-07-20 23:14:34
2629,Tile,30,4,29,1.25,2023-07-22 17:11:03
2630,Tile,40,5,20,1.08,2023-07-22 07:34:39
2631,Carpet,23,2,19,1.37,2023-07-20 17:23:29
2632,Wood,23,2,28,0.89,2023-07-22 10:24:36
2633,Wood,40,2,15,1.48,2023-07-20 21:07:21
2634,Tile,27,1,15,1.54,2023-07-24 01:56:31
2635,Concrete,20,5,32,0.67,2023-07-22 01:53:18
2636,Carpet,33,2,16,1.13,2023-07-20 15:08:13
2637,Tile,31,2,16,1.33,2023-07-24 00:20:31
2638,Concrete,28,5,29,0.92,2023-07-21 19:49:05
2639,Concrete,21,5,25,0.7,2023-07-20 21:06:58
2640,Carpet,26,2,17,1.34,2023-07-23 02:41:06
2641,Tile,31,5,25,1.44,2023-07-24 11:15:00
2642,Tile,29,5,31,0.7,2023-07-22 07:21:59
2643,Wood,22,3,28,1.0,2023-07-22 09:53:55
2644,Tile,36,1,15,1.52,2023-07-20 12:54:24
2645,Carpet,33,3,23,1.33,2023-07-22 02:19:16
2646,Wood,32,5,23,0.84,2023-07-23 17:03:14
2647,Tile,28,2,21,1.47,2023-07-22 11:10:40
2648,Tile,22,3,25,0.76,2023-07-22 03:54:50
2649,Wood,27,5,26,1.11,2023-07-24 01:58:11
2650,Tile,20,3,31,0.83,2023-07-21 19:05:42
2651,Tile,33,3,19,1.34,2023-07-21 06:32:50
2652,Wood,28,4,24,0.91,2023-07-22 03:43:20
2653,Tile,22,1,19,1.17,2023-07-22 08:51:42
2654,Carpet,38,4,19,1.49,2023-07-21 23:15:47
2655,Concrete,22,2,19,1.31,2023-07-21 18:22:11
2656,Tile,23,1,29,1.36,2023-07-22 00:23:12
2657,Wood,24,2,25,0.89,2023-07-21 06:35:54
2658,Wood,31,5,29,0.74,2023-07-20 12:53:22
2659,Carpet,29,1,16,1.46,2023-07-20 21:40:54
2660,Carpet,20,5,32,0.81,2023-07-23 03:56:06
2661,Tile,29,2,20,1.45,2023-07-22 18:21:25
2662,Carpet,20,4,30,0.8,2023-07-23 07:31:27
2663,Tile,24,1,17,1.57,2023-07-23 22:33:28
2664,Tile,29,1,17,1.3,2023-07-20 12:34:17
2665,Wood,22,3,26,0.8,2023-07-24 06:40:38
2666,Concrete,22,4,25,0.92,2023-07-21 20:07:53
2667,Carpet,22,4,20,0.99,2023-07-24 11:15:00
2668,Tile,33,3,19,1.47,2023-07-20 15:49:55
2669,Wood,31,1,17,1.47,2023-07-20 16:48:31
2670,Carpet,40,4,16,1.55,2023-07-23 14:50:16
2671,Carpet,36,3,16,1.52,2023-07-24 07:18:14
2672,Tile,33,4,26,1.13,2023-07-20 20:40:38
2673,Tile,30,5,31,0.91,2023-07-22 03:42:50
2674,Carpet,39,4,16,1.4,2023-07-22 14:42:05
2675,Wood,27,2,20,1.09,2023-07-21 03:25:30
2676,Carpet,37,2,19,1.33,2023-07-20 13:09:11
2677,Tile,25,3,21,0.94,2023-07-20 16:43:37
2678,Tile,22,3,29,1.28,2023-07-24 00:19:09
2679,Wood,21,3,31,0.75,2023-07-23 08:47:03
2680,Wood,26,2,18,1.24,2023-07-24 00:53:58
2681,Wood,21,1,23,1.2,2023-07-23 22:13:24
2682,Concrete,33,4,16,1.31,2023-07-22 23:54:07
2683,Carpet,20,5,32,0.67,2023-07-20 23:41:22
2684,Tile,21,5,27,0.72,2023-07-23 13:25:37
2685,Concrete,23,4,29,1.12,2023-07-23 18:52:20
2686,Carpet,33,2,18,1.58,2023-07-23 16:31:08
2687,Wood,20,3,30,0.67,2023-07-20 13:45:52
2688,Wood,22,3,31,0.7,2023-07-20 15:59:28
2689,Tile,21,1,24,1.26,2023-07-20 14:51:01
2690,Carpet,22,4,29,1.01,2023-07-21 22:18:25
2691,Wood,24,2,21,1.04,2023-07-22 04:47:52
2692,Wood,40,2,16,1.58,2023-07-21 18:19:50
2693,Tile,40,4,16,1.5,2023-07-23 05:23:55
2694,Wood,29,3,28,0.82,2023-07-20 11:05:12
2695,Tile,26,4,27,0.92,2023-07-22 15:12:51
2696,Carpet,22,5,31,0.92,2023-07-24 07:27:34
2697,Wood,21,3,31,0.93,2023-07-21 06:44:30
2698,Carpet,27,5,26,0.86,2023-07-21 06:56:49
2699,Tile,22,1,27,1.29,2023-07-22 12:28:38
2700,Tile,37,3,15,1.55,2023-07-24 08:56:00
2701,Tile,32,4,23,1.35,2023-07-23 21:50:49
2702,Carpet,35,3,19,1.31,2023-07-23 03:38:20
2703,Tile,33,5,32,1.11,2023-07-24 09:34:06
2704,Carpet,28,3,23,1.13,2023-07-22 06:51:47
2705,Carpet,20,3,31,0.82,2023-07-22 13:14:19
2706,Carpet,24,4,22,0.81,2023-07-21 16:46:35
2707,Wood,20,3,32,0.68,2023-07-24 08:44:10
2708,Tile,20,4,32,0.71,2023-07-24 03:22:43
2709,Wood,28,3,22,1.26,2023-07-20 23:52:58
2710,Carpet,23,4,29,0.77,2023-07-21 07:54:11
2711,Tile,29,5,31,0.77,2023-07-20 19:23:06
2712,Carpet,22,3,25,1.15,2023-07-22 17:21:51
2713,Carpet,22,2,22,0.79,2023-07-20 18:50:52
2714,Concrete,23,4,29,1.17,2023-07-23 16:27:16
2715,Wood,37,2,19,1.41,2023-07-21 11:07:21
2716,Wood,30,1,16,1.24,2023-07-24 01:46:30
2717,Carpet,20,4,31,0.72,2023-07-22 06:20:56
2718,Wood,40,2,16,1.56,2023-07-23 12:52:15
2719,Wood,20,4,32,0.68,2023-07-24 11:15:00
2720,Wood,35,1,15,1.6,2023-07-23 05:32:12
2721,Carpet,39,1,15,1.6,2023-07-22 01:30:10
2722,Concrete,24,4,24,1.16,2023-07-22 23:26:37
2723,Carpet,32,4,27,1.07,2023-07-21 00:02:10
2724,Carpet,25,5,26,0.97,2023-07-23 18:00:12
2725,Carpet,27,5,29,0.73,2023-07-20 22:02:44
2726,Wood,23,1,27,1.11,2023-07-22 06:54:34
2727,Wood,33,4,31,1.2,2023-07-23 01:15:01
2728,Wood,25,4,29,0.71,2023-07-21 04:38:55
2729,Wood,23,5,31,0.83,2023-07-24 00:57:15
2730,Wood,23,2,23,0.74,2023-07-22 02:18:56
2731,Wood,23,1,17,0.91,2023-07-21 06:28:21
2732,Carpet,32,5,30,0.99,2023-07-24 05:38:59
2733,Wood,25,2,18,0.98,2023-07-23 21:19:39
2734,Tile,22,5,32,0.7,2023-07-21 10:34:58
2735,Carpet,22,5,29,0.82,2023-07-24 06:50:00
2736,Carpet,23,4,30,1.12,2023-07-23 03:15:10
2737,Wood,37,2,16,1.47,2023-07-21 12:48:57
2738,Tile,29,3,25,1.18,2023-07-21 21:17:42
2739,Tile,26,3,19,1.07,2023-07-23 03:08:58
2740,Carpet,30,5,28,1.26,2023-07-24 00:27:07
2741,Wood,21,1,21,0.75,2023-07-20 14:22:18
2742,Concrete,30,1,16,1.52,2023-07-23 13:27:35
2743,Tile,20,1,22,0.9,2023-07-20 14:30:25
2744,Tile,33,3,19,1.42,2023-07-23 15:07:53
2745,Carpet,26,3,25,0.94,2023-07-20 18:20:43
2746,Wood,21,5,31,0.71,2023-07-24 09:36:31
2747,Tile,20,3,30,0.78,2023-07-21 19:30:17
2748,Concrete,22,2,23,1.32,2023-07-20 12:53:01
2749,Wood,28,4,25,0.87,2023-07-22 14:31:38
2750,Tile,35,3,19,1.41,2023-07-21 00:46:37
2751,Wood,21,4,31,0.67,2023-07-20 11:28:27
2752,Carpet,35,2,16,1.52,2023-07-21 01:38:15
2753,Wood,30,2,21,1.14,2023-07-21 16:05:23
2754,Tile,21,2,26,0.83,2023-07-20 17:12:02
2755,Wood,39,3,19,1.34,2023-07-20 17:22:14
2756,Wood,20,2,28,0.71,2023-07-20 23:44:17
2757,Carpet,31,3,24,1.45,2023-07-22 17:43:21
2758,Carpet,27,5,21,1.09,2023-07-23 22:40:40
2759,Tile,21,3,21,0.76,2023-07-20 18:29:44
2760,Carpet,30,4,20,1.03,2023-07-21 07:52:19
2761,Wood,21,4,22,0.69,2023-07-24 07:32:34
2762,Wood,20,2,24,0.75,2023-07-23 23:54:07
2763,Tile,25,1,21,1.45,2023-07-22 09:38:42
2764,Wood,29,1,21,1.28,2023-07-20 17:46:05
2765,Tile,24,3,28,1.05,2023-07-21 14:21:43
2766,Carpet,22,4,27,0.79,2023-07-23 15:52:23
2767,Tile,20,2,30,0.96,2023-07-22 15:02:54
2768,Tile,32,2,17,1.58,2023-07-24 07:19:13
2769,Tile,24,4,31,0.84,2023-07-21 11:57:31
2770,Tile,28,5,30,1.11,2023-07-23 08:07:33
2771,Wood,26,5,28,0.78,2023-07-24 00:33:18
2772,Tile,26,5,32,0.77,2023-07-22 18:54:07
2773,Carpet,38,5,24,1.19,2023-07-22 17:47:29
2774,Carpet,39,3,16,1.35,2023-07-21 01:52:48
2775,Wood,34,1,17,1.57,2023-07-22 13:09:04
2776,Tile,35,2,17,1.37,2023-07-21 06:33:08
2777,Tile,40,2,16,1.56,2023-07-23 05:09:45
2778,Wood,23,4,26,0.88,2023-07-22 12:38:11
2779,Carpet,21,3,28,0.85,2023-07-23 19:27:29
2780,Wood,33,3,20,1.39,2023-07-22 03:22:52
2781,Concrete,26,5,24,1.09,2023-07-24 03:46:26
2782,Wood,24,1,20,1.21,2023-07-21 05:24:19
2783,Wood,30,2,17,1.1,2023-07-23 00:34:03
2784,Carpet,32,4,16,1.18,2023-07-23 16:03:40
2785,Tile,20,2,29,0.82,2023-07-23 10:38:42
2786,Tile,36,2,18,1.53,2023-07-23 01:12:19
2787,Wood,21,4,30,0.7,2023-07-22 11:33:17
2788,Carpet,21,2,25,1.15,2023-07-23 22:44:33
2789,Tile,22,3,27,0.9,2023-07-24 01:25:33
2790,Tile,20,2,27,0.69,2023-07-20 13:47:44
2791,Carpet,39,5,22,1.24,2023-07-21 21:40:49
2792,Tile,20,4,31,0.71,2023-07-23 09:43:15
2793,Wood,21,4,27,0.73,2023-07-21 23:59:43
2794,Concrete,22,5,31,0.72,2023-07-21 21:02:22
2795,Tile,20,2,24,0.82,2023-07-22 20:44:16
2796,Wood,29,4,29,1.16,2023-07-23 22:09:03
2797,Wood,24,5,29,0.85,2023-07-24 01:45:36
2798,Wood,20,1,26,0.74,2023-07-21 14:49:55
2799,Wood,27,4,28,0.79,2023-07-20 11:04:07
2800,Tile,33,1,16,1.5,2023-07-23 09:57:28
2801,Wood,26,2,20,1.41,2023-07-24 09:51:12
2802,Wood,20,4,32,0.67,2023-07-21 02:37:26
2803,Wood,24,1,20,1.53,2023-07-24 05:41:26
2804,Carpet,33,5,29,0.93,2023-07-23 12:30:07
2805,Tile,25,3,25,1.27,2023-07-23 03:22:20
2806,Tile,22,2,17,1.36,2023-07-24 04:02:03
2807,Wood,30,4,23,0.87,2023-07-23 19:35:18
2808,Tile,36,3,17,1.14,2023-07-21 14:28:18
2809,Carpet,39,2,16,1.6,2023-07-24 03:44:33
2810,Wood,40,1,15,1.6,2023-07-20 10:39:44
2811,Tile,38,4,20,1.37,2023-07-24 07:55:04
2812,Carpet,20,5,32,0.68,2023-07-21 01:17:45
2813,Tile,33,3,17,1.42,2023-07-23 04:37:06
2814,Carpet,31,2,18,1.43,2023-07-21 05:36:23
2815,Tile,36,5,24,1.15,2023-07-22 16:16:06
2816,Tile,38,2,17,1.52,2023-07-21 18:12:33
2817,Tile,30,3,18,1.06,2023-07-23 04:06:11
2818,Carpet,23,5,30,0.95,2023-07-23 23:20:36
2819,Carpet,24,5,31,0.7,2023-07-21 06:26:11
2820,Carpet,21,2,26,1.06,2023-07-22 16:58:01
2821,Wood,21,2,30,1.02,2023-07-20 20:36:28
2822,Carpet,37,3,16,1.51,2023-07-20 20:15:42
2823,Wood,40,3,17,1.16,2023-07-21 19:39:43
2824,Wood,26,3,25,0.74,2023-07-20 11:52:59
2825,Tile,20,4,31,0.82,2023-07-24 10:40:20
2826,Carpet,21,4,30,0.84,2023-07-23 01:36:12
2827,Tile,39,3,15,1.4,2023-07-22 15:36:52
2828,Wood,25,4,31,0.76,2023-07-23 02:09:50
2829,Wood,35,5,24,1.1,2023-07-23 06:08:20
2830,Wood,24,3,27,0.74,2023-07-20 16:13:57
2831,Tile,23,3,27,0.73,2023-07-21 01:55:33
2832,Concrete,31,4,26,1.2,2023-07-22 01:53:14
2833,Tile,33,2,18,1.58,2023-07-22 23:01:39
2834,Wood,37,1,15,1.5,2023-07-21 19:06:21
2835,Carpet,22,4,23,0.85,2023-07-22 07:47:36
2836,Carpet,20,4,32,0.68,2023-07-20 22:07:14
2837,Tile,29,4,19,0.95,2023-07-21 05:51:27
2838,Tile,34,2,16,1.54,2023-07-23 23:39:01
2839,Wood,37,3,19,1.14,2023-07-21 01:49:09
2840,Tile,22,2,25,0.98,2023-07-20 15:13:36
2841,Wood,26,3,21,0.99,2023-07-20 23:42:28
2842,Tile,21,2,23,1.26,2023-07-23 07:35:36
2843,Carpet,22,4,30,0.7,2023-07-21 09:50:50
2844,Tile,25,5,25,0.79,2023-07-22 06:45:15
2845,Concrete,23,5,32,0.93,2023-07-23 02:18:50
2846,Tile,23,4,23,0.79,2023-07-20 21:24:37
2847,Wood,37,3,25,1.39,2023-07-22 00:01:35
2848,Wood,34,5,31,1.04,2023-07-24 11:15:00
2849,Carpet,25,4,30,1.08,2023-07-20 22:46:44
2850,Tile,33,4,18,0.86,2023-07-21 04:24:58
2851,Tile,36,3,24,1.58,2023-07-23 23:45:12
2852,Carpet,25,5,25,0.76,2023-07-21 22:05:49
2853,Wood,20,2,31,0.68,2023-07-23 07:25:23
2854,Wood,31,1,17,1.41,2023-07-21 05:10:46
2855,Carpet,20,1,16,1.18,2023-07-21 10:28:35
